input shapes: (-1, 20, 10, 1) (1, 46) 
 [height_sum, hole_sum, combo, is_hold, 6 * 7 type] -> length = 43 
outer =    1 | pre-training avg score =  102.045 | loss =  701.806 | mse =  701.806 | dataset size =   36066 | new dataset size =   12022 | time elapsed:  109.9 sec | coef = [0.5, 0.400390625, 0.2998046875, 0.2001953125] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
outer =   39 | pre-training avg score = 1945.050 | loss =  193.265 | mse =  193.265 | dataset size =   72107 | new dataset size =   12016 | time elapsed:  892.4 sec | coef = [0.8779296875, 0.7021484375, 0.3759765625, 0.1240234375] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
outer =   40 | pre-training avg score = 1468.020 | loss =  194.265 | mse =  194.265 | dataset size =   72128 | new dataset size =   12023 | time elapsed:  863.6 sec | coef = [0.888671875, 0.7109375, 0.3779296875, 0.1220703125] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
outer =   41 | pre-training avg score =  932.900 | loss =  245.061 | mse =  245.061 | dataset size =   72152 | new dataset size =   12031 | time elapsed:  534.9 sec | coef = [0.900390625, 0.7197265625, 0.3798828125, 0.1201171875] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
outer =   42 | pre-training avg score = 1830.050 | loss =  212.854 | mse =  212.854 | dataset size =   72118 | new dataset size =   12016 | time elapsed:  119.3 sec | coef = [0.9111328125, 0.728515625, 0.3818359375, 0.1181640625] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
outer =   43 | pre-training avg score = 1540.025 | loss =  209.593 | mse =  209.593 | dataset size =   72127 | new dataset size =   12019 | time elapsed:  117.9 sec | coef = [0.921875, 0.7373046875, 0.384765625, 0.115234375] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
outer =   44 | pre-training avg score = 1802.550 | loss =  198.940 | mse =  198.940 | dataset size =   72132 | new dataset size =   12022 | time elapsed:  645.7 sec | coef = [0.93359375, 0.7470703125, 0.38671875, 0.11328125] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
outer =   45 | pre-training avg score = 1336.040 | loss =  205.665 | mse =  205.665 | dataset size =   72132 | new dataset size =   12025 | time elapsed:  381.7 sec | coef = [0.9443359375, 0.755859375, 0.388671875, 0.111328125] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
outer =   46 | pre-training avg score = 1482.020 | loss =  223.117 | mse =  223.117 | dataset size =   72138 | new dataset size =   12024 | time elapsed:  125.8 sec | coef = [0.955078125, 0.7646484375, 0.390625, 0.109375] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
outer =   47 | pre-training avg score = 2443.367 | loss =  253.047 | mse =  253.047 | dataset size =   72140 | new dataset size =   12023 | time elapsed:  116.4 sec | coef = [0.966796875, 0.7734375, 0.3935546875, 0.1064453125] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
outer =   48 | pre-training avg score = 1500.020 | loss =  270.442 | mse =  270.442 | dataset size =   72141 | new dataset size =   12023 | time elapsed:  115.4 sec | coef = [0.9775390625, 0.7822265625, 0.3955078125, 0.1044921875] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
outer =   49 | pre-training avg score = 1740.000 | loss =  224.726 | mse =  224.726 | dataset size =   72157 | new dataset size =   12029 | time elapsed:  684.1 sec | coef = [0.9892578125, 0.791015625, 0.3974609375, 0.1025390625] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
outer =   50 | pre-training avg score = 1692.550 | loss =  230.898 | mse =  230.898 | dataset size =   72132 | new dataset size =   12019 | time elapsed:  124.0 sec | coef = [1.0, 0.7998046875, 0.400390625, 0.099609375] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
outer =   51 | pre-training avg score = 1326.020 | loss =  220.349 | mse =  220.349 | dataset size =   72125 | new dataset size =   12018 | time elapsed:  124.9 sec | coef = [1.0, 0.7998046875, 0.400390625, 0.099609375] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
